source,output,grade,augmented
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0062.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0062.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0062.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0062_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0063.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0063.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0063.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0063_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0063.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0063_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0222.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0222.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0222.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0222_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0222.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0222_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0223.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0223.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0223.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0223_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0223.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0223_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0224.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0224.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0224.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0224_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0225.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0225.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0225.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0225_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0225.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0225_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0226.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0226.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0226.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0226_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0227.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0227.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0227.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0227_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0228.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0228.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0228.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0228_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0228.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0228_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0229.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0229.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0229.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0229_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0230.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0230.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0230.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0230_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0230.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0230_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0231.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0231.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0231.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0231_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0232.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0232.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0232.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0232_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0233.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0233.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0233.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0233_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0233.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0233_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0234.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0234.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0234.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0234_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0234.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0234_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0235.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0235.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0235.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0235_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0235.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0235_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0236.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0236.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0236.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0236_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0237.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0237.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0237.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0237_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0238.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0238.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0238.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0238_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0238.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0238_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0239.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0239.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0239.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0239_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0239.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0239_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0240.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0240.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0240.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0240_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0240.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0240_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0241.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0241.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0241.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0241_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0241.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0241_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0242.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0242.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0242.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0242_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0242.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0242_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0243.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0243.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0243.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0243_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0244.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0244.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0244.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0244_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0245.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0245.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0245.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0245_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0245.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0245_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0246.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0246.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0246.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0246_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0246.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0246_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0247.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0247.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0247.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0247_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0247.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0247_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0248.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0248.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0248.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0248_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0248.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0248_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0249.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0249.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0249.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0249_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0249.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0249_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0250.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0250.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0250.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0250_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0251.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0251.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0251.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0251_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0252.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0252.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0252.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0252_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0252.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0252_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0253.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0253.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0253.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0253_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0254.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0254.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0254.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0254_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0254.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0254_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0255.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0255.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0255.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0255_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0255.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0255_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0256.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0256.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0256.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0256_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0256.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0256_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0257.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0257.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0257.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0257_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0257.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0257_aug1.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0258.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0258.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0258.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0258_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0259.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0259.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0259.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0259_aug0.jpg,3A,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0260.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0260.jpg,3A,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0260.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3A\dslr__DSC_0260_aug0.jpg,3A,True
